G_IDX,G_NAME,G_ENAME,G_GENRE,G_COMPANY,G_SERVICE,G_PLATFORM,G_DATE,G_SCORE,G_IMG
3,포켓몬스터 스칼렛&바이올렛,Pokemon Scarlet&Violet, RPG, 게임프리크, 닌텐도, switch,2022-11-18,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8241322993.jpg
4,이블 웨스트,Evil West, 어드벤쳐, 플라잉 와일드 호그, 포커스 홈 인터랙티브," PS, XBOX, PC패키지", -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8293432876.jpg
5,플러드랜드,floodland, 시뮬레이션, -, 플레이온, PC패키지,2022-11-16,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8253922600.jpg
6,갓 오브 워 라그나로크,God of war, 액션, 산타모니카 스튜디오, 소니 인터랙티브 엔터테인먼트 코리아, PS,2022-11-09,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8248229724.jpg
7,소녀전선: 뉴럴 클라우드,소녀전선: 뉴럴 클라우드, RPG, SUNBORN Network Technology, SUNBORN Network Technology, 모바일,2022-11-23,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15354257932.jpg
8,건그레이브 고어,Gungrave G.O.R.E, 슈팅, 이기몹, 이기몹," PS, XBOX, PC패키지",2022-11-22,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i13381587926.jpg
9,하베스텔라,Harvestella, RPG, 스퀘어에닉스, 스퀘어에닉스," switch, PC패키지",2022-11-04,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8228971099.jpg
10,소닉 프론티어,Sonic Frontiers, 어드벤쳐, SEGA퍼블리싱코리아, SEGA퍼블리싱코리아," PS, XBOX, switch, PC패키지",2022-11-08,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8205691731.jpg
11,고담 나이트,Gotham Knights, 액션, WB 게임즈 몬트리올, 워너브로스 인터랙티브," PS, XBOX, PC패키지",2022-10-21,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8292714690.jpg
12,베요네타3,Bayonetta3, RPG, 플래티넘 게임즈, 플래티넘 게임즈, switch,2022-10-28,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8228111214.jpg
13,시그널리스,Signalis, 액션, -, 험블게임즈," PS, XBOX, switch, PC패키지",2022-10-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8231208762.png
14,영웅전설 여의 궤적 II: -크림즌 신-,The Legend of Heroes: Kuro no Kiseki II -Crimson Sin-, RPG, 니혼 팔콤, 니혼 팔콤, PS,2022-10-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8209489357.jpg
15,빅토리아 3,Victoria 3, 시뮬레이션, 패러독스 인터렉티브, 에이치투 인터렉티브, PC패키지, -,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8269737668.jpg
16,SD건담 배틀 얼라이언스,SD Gundam Battle Alliance, RPG, 반다이남코 엔터테인먼트, 반다이남코 엔터테인먼트," PS, XBOX, switch, PC패키지",2022-08-25,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8224379192.jpg
17,DNF 듀얼,DNF Duel, 액션, 아크시스템웍스, 네오플," PS, PC패키지",2022-06-28,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8270634688.jpg
18,요마와리 3: 떠도는 밤,Yomawari: Lost in the Dark, 어드벤쳐, 니폰이치 소프트웨어, 니폰이치 소프트웨어," PS, switch, PC패키지",2022-04-21,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8213783169.png
19,콜 오브 듀티: 모던 워페어2 (리부트),Call of Duty: Modern Warfare2, FPS, 인피니티 워드, 액티비전," PS, XBOX, PC패키지",2022-10-28,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8234487423.jpg
20,더 라스트 오리크루,The Last Oricru, RPG, 프라임 매터, 프라임 매터," PS, XBOX, PC패키지",2022-10-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8269889101.jpg
21,플래그 테일: 레퀴엠,A Plague Tale: Requiem, 어드벤쳐, 아소보 스튜디오, 에이치투 인터렉티브," PS, XBOX, PC패키지",2022-10-18,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8298226347.jpg
22,피파 23,FIFA 23, 스포츠, EA 스포츠, 일렉트로닉아츠," PS, XBOX, switch, PC패키지",2022-09-30,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8239740183.jpg
23,마블스냅,Marvel Snap, TCG, 세컨드 디너, 뉴버스," 모바일, PC패키지",2022-10-18,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8282616076.jpg
24,마리오 + 래비드 반짝이는 희망,Mario + Rabbids Sparks of Hope, RPG, 유비소프트 밀라노, 유비소프트, switch,2022-10-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8276998166.jpg
25,라이트 앤드 다운,Right and Down, TCG, mc2games, mc2games, PC패키지,2022-10-19,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8285803960.jpg
26,스콘,Scorn, 슈팅, 에브 소프트웨어, 케플러 인터랙티브," XBOX, PC패키지",2022-10-14,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8292558394.jpg
27,레고 브릭테일즈,Lego Bricktales, 퍼즐, 클락스톤, 썬더풀 퍼블리싱," PS, XBOX, switch, PC패키지",2022-10-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8225335370.jpg
28,로스트 아이돌론스,Lost Eidolons, RPG, 오션 드라이브 스튜디오, 오션 드라이브 스튜디오," XBOX, PC패키지",2022-10-14,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8288111491.jpg
29,원숭이 섬으로의 귀환,Return to Monkey Island, 어드벤쳐, Terrible Toybox, 디볼버 디지털," switch, PC패키지",2022-09-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8209505314.jpg
30,오버워치2,Overwatch 2, FPS, 블리자드 코리아, 블리자드 코리아," PS, XBOX, switch, PC패키지",2022-10-05,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8225680351.jpg
31,블랙 위치크래프트,Black Witchcraft, 액션, 콰트로기어, SCEK, PC패키지,2022-09-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2014/1122_1985.jpg
32,발키리 엘리시움,Valkyrie Elysium, 액션, 솔레유, 반다이남코 엔터테인먼트," PS, PC패키지",2022-09-29,0,https://static.inven.co.kr/column/webzine3/gamelogo/2022/i8235674307.jpg
224,드림스케이퍼,Dreamscaper, 액션, Afterburner Studios, Freedom Games," switch, PC패키지",2021-08-06,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8212203624.jpg
225,웰컴 투 엘크,Welcome to Elk, 어드벤쳐, -, -," XBOX, 인디, PC패키지",2020-09-17,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8294925009.jpg
226,휴먼카인드,HUMANKIND, 시뮬레이션, 앰플리튜드 스튜디오, SEGA퍼블리싱코리아, PC패키지,2021-08-18,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8265739857.jpg
227,나라카:블레이드 포인트,-, 액션, 넷이즈, 넷이즈, PC패키지,2021-08-12,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8207860738.png
228,레이저존,Lazer-Zone, 퍼즐, 게임캔버스, 게임캔버스," 인디, PC패키지",2021-07-29,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8232692916.jpg
229,금빛 러브리체,Kinkoi: Golden Loveriche, 기타, SAGA PLANETS, SAGA PLANETS, PC패키지,2021-06-11,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8273363987.png
230,엘디스트 소울,Eldest Souls, 액션, 폴른 플래그 스튜디오, 에이치투 인터렉티브," PS, XBOX, switch, PC패키지",2021-07-29,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8268357579.jpg
231,미니 모터웨이즈,MINI MOTORWAYS, 시뮬레이션, 다이노소어 폴로 클럽, 다이노소어 폴로 클럽," 모바일, PC패키지",2021-07-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8256929651.jpg
232,라스트 스탑,Last Stop, 어드벤쳐, -, -," PS, XBOX, switch, PC패키지",2021-07-22,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8203721156.jpg
233,Cats Organized Neatly,Cats Organized Neatly, 퍼즐, DU&I, DU&I," 인디, PC패키지",2020-10-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15431124765.png
234,블라이트바운드,Blightbound, RPG, Ronimo Games, 디볼버 디지털," PS, XBOX, PC패키지",2021-07-28,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i16456160913.jpg
235,크리스 테일즈,Cris Tales, RPG, 드림 언코퍼레이티드, 에이치투 인터렉티브," PS, switch, PC패키지",2021-07-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13346897903.jpg
236,젤다의 전설 스카이워드 소드 HD,The Legend of Zelda: Skyward Sword HD, 어드벤쳐, 닌텐도, 닌텐도, switch,2021-07-21,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8247850716.jpg
237,푸른 저편의 포리듬 EXTRA 1,Aokana - EXTRA1, 기타, sprite, sprite," PS, switch, PC패키지",2020-11-06,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14017524181.png
238,푸른 저편의 포리듬,Aokana - Four Rhythms Across the Blue, 기타, sprite, sprite," PS, switch, PC패키지",2019-09-28,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14003623324.png
239,몬스터헌터 스토리즈 2 파멸의 날개,-, RPG, 캡콤, 게임피아," switch, PC패키지",2021-07-09,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13457700925.jpg
240,마리오 골프: 슈퍼 러시,Mario Golf: Super Rush, 스포츠, 닌텐도, 한국닌텐도, switch,2021-06-25,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15281983017.jpg
241,스칼렛 스트링스,-, RPG, 반다이남코 엔터테인먼트, 반다이남코 엔터테인먼트," PS, XBOX, PC패키지",2021-06-24,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i14555134323.jpg
242,왓 컴즈 애프터,What comes after, 어드벤쳐, fahmitsu, Rolling Glory Jam," switch, 인디, PC패키지",2020-11-05,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15617781972.jpg
243,마계전기 디스가이아6,Disgaea 6: Defiance of Destiny, RPG, 니폰이치 소프트웨어, SEGA퍼블리싱코리아," PS, switch",2021-05-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15018999942.png
244,스미레,Sumire, 어드벤쳐, GameTomo Team, GameTomo Team," switch, PC패키지",2021-05-27,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15791566070.jpg
245,로그북,Roguebook, 어드벤쳐, 아브라캄, Nacon, PC패키지,2021-06-17,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15437933819.jpg
246,레드 솔스티스2: 생존자들,Red Solstice 2: Survivors, 슈팅, -, 505 게임즈, PC패키지,2021-06-17,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i16355855342.jpg
247,치커리: 컬러풀 테일,Chicory: A Colorful Tale, RPG, Greg Lobanov, Greg Lobanov," PS, PC패키지",2021-06-11,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14040857514.jpg
248,쉬벌리2,Chivalry 2, 액션, 톤 배너 스튜디오, 트립와이어 인터렉티브," PC온라인, PS, XBOX, PC패키지",2021-06-09,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8241834812.jpg
249,던전 앤 드래곤: 다크 얼라이언스,Dungeons & Dragons: Dark Alliance, 액션, 토크 게임즈, 위저드 오브 더 코스트," PS, XBOX, PC패키지",2021-06-22,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14710974924.jpg
250,파이널 판타지 7 리메이크 인터그레이드,FINAL FANTASY VII REMAKE INTERGRADE, RPG, 스퀘어에닉스, 스퀘어에닉스, PS,2021-06-10,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13285796471.jpg
251,길티기어 스트라이브,GUILTYGEAR STRIVE, 액션, 아크시스템웍스, 아크시스템웍스," PS, PC패키지",2021-06-11,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13453999222.jpg
252,스나이퍼 고스트 워리어 컨트랙트 2,Sniper Ghost Warrior Contracts 2, FPS, 씨아이 게임즈, 에이치투 인터렉티브," PS, PC패키지",2021-06-04,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14321151297.jpg
253,라쳇 앤 클랭크: 리프트 어파트,Ratchet & Clank: Rift Apart, 액션, 인섬니악게임즈, 소니 온라인 엔터테인먼트, PS,2021-06-11,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8233914819.jpg
254,더 와일드 앳 하트,the wild at heart, 어드벤쳐, -, 험블게임즈," XBOX, 인디, PC패키지",2021-05-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13352269963.jpg
255,Wing of Darkness 유익의 프로일라인,Wing of Darkness, 슈팅, 클라우디드 레오파드 엔터테인먼트, 클라우디드 레오파드 엔터테인먼트," PS, switch, PC패키지",2021-06-03,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14528962892.jpg
256,위체,Wicce, 액션, cfk, cfk, switch,2021-06-03,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15404128380.jpg
257,매스 이펙트 레전더리 에디션,Mass Effect Legendary Edition, 액션, 바이오웨어, 일렉트로닉아츠," PS, XBOX, PC패키지",2021-05-15,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13569877321.jpg
258,바이오 뮤턴트,BIOMUTANT, RPG, -, THQ 노르딕," PS, XBOX, PC패키지",2021-05-25,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14711257495.jpg
259,라이징 헬,Rising Hell, 액션, Tahoe Games, Toge Productions," PS, XBOX, switch",2021-05-19,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15069171424.jpg
260,바이오하자드 빌리지,Resident Evil Village, 어드벤쳐, 캡콤, 캡콤," PS, XBOX, PC패키지",2021-05-07,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i8220971924.jpg
261,데이즈 곤,Days gone, 액션, -, 소니 인터랙티브 엔터테인먼트 코리아," PS, PC패키지",2021-05-18,0,https://static.inven.co.kr/column/webzine3/gamelogo/2018/i15232221799.jpg
262,미토피아,Miitopia, RPG, 닌텐도, 한국닌텐도, switch,2021-05-21,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8222557458.jpg
263,공감에 관한 단상들,Essays on Empathy, 어드벤쳐, Deconstructeam, 디볼버 디지털, PC패키지,2021-05-18,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14092824957.jpg
264,후드: 아웃로 & 레전드,Hood: Outlaws & Legends, RPG, 스모 디지털, 포커스 홈 인터랙티브," PS, XBOX, PC패키지",2021-05-14,0,https://static.inven.co.kr/column/webzine3/gamelogo/2020/i15440194488.jpg
265,로스트 루인즈,Lost Ruins, 액션, 알타리 게임즈, 단겐 엔터테인먼트," HTML5, PC패키지",2021-05-14,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15332111736.jpg
266,어센션,ASCENXION, 슈팅, 인디고블루 게임 스튜디오, 인디고블루 게임 스튜디오, PC패키지,2021-05-14,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14501325999.jpg
267,히어로 아닙니다,Not Exactly a Hero, 어드벤쳐, 버프스튜디오, 버프스튜디오," 모바일, 인디",2021-04-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13436507156.png
268,헌드레드 데이즈: 와인메이킹 시뮬레이터,Hundred Days: Winemaking Simulator, 시뮬레이션, 브로큰 암즈 게임즈, 브로큰 암즈 게임즈," 인디, PC패키지",2021-05-13,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13765571596.jpg
269,아키바스 트립,AKIBA'S TRIP: Hellbound & Debriefed, 액션, ACQUIRE, 클라우디드 레오파드 엔터테인먼트," PS, switch",2021-05-20,0,https://static.inven.co.kr/column/webzine3/gamelogo/2015/0311_2882.jpg
270,뿌요뿌요 테트리스2,Puyo Puyo Tetris 2, 퍼즐, 세가, SEGA퍼블리싱코리아," PS, XBOX, switch, PC패키지",2020-12-10,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8273182411.png
271,영웅전설 섬의 궤적 II,The Legend of Heroes: Trails of Cold Steel II, RPG, 니혼 팔콤, 소니 인터랙티브 엔터테인먼트 코리아," PS, switch, PC패키지",2014-09-25,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8201718843.png
272,플로잉 라이트,Flowing Lights, 슈팅, gFaUmNe, gFaUmNe," XBOX, switch, PC패키지",2021-05-08,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15999684199.jpg
273,알타입 파이널2,-, 슈팅, 그란젤라, 디지털터치," PS, XBOX, switch, PC패키지",2021-04-30,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8261204957.png
274,레이스 더 오블리비언 - 애프터 라이프,Wraith: The Oblivion - Afterlife, 시뮬레이션, Fast Travel Games, Fast Travel Games," AR/VR, PC패키지",2021-04-23,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13821927788.jpg
275,크라이오폴,cryofall, RPG, 아토믹토치 스튜디오, 데달릭스튜디오," PC온라인, PC패키지",2021-04-29,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13688932656.png
276,레전드 오브 키퍼: 커리어 오브 던전 매니저,Legend of Keepers: Career of a Dungeon Manager, RPG, Goblinz Studio, Goblinz Publishing," switch, 인디, PC패키지",2021-04-29,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14025568311.jpg
277,로스트 스피어,Lost Sphear, RPG, 도쿄 RPG 팩토리, 스퀘어에닉스," PS, switch, PC패키지",2021-01-28,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14956792573.jpg
278,발하임,Valheim, RPG, 아이언 게이트 AB, 커피스테인 스튜디오, PC패키지,2021-02-02,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13964345921.jpg
279,세이 노! 모어,Say No! More, 어드벤쳐, Studio Fizbin, 썬더풀 퍼블리싱, PC패키지,2021-04-10,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8260860998.jpg
280,영웅전설 섬의 궤적,The Legend of Heroes: Trails of Cold Steel, RPG, 니혼 팔콤, 소니 인터랙티브 엔터테인먼트 코리아," PS, switch, PC패키지",2014-06-24,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8202524399.png
281,배틀 액스,Battle Axe, 액션, 비트맵 브루, 넘스컬 게임즈," 인디, PC패키지",2021-04-29,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14196264367.jpg
282,잇 테익스 투,It Takes Two, RPG, 헤이즈라이트, 일렉트로닉아츠," PS, XBOX, PC패키지",2021-03-26,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i14071298697.jpg
283,스멜터,Smelter, 액션, 엑스 플러스 컴퍼니, 단겐 엔터테인먼트," PS, XBOX, switch, PC패키지",2021-04-22,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i13867993618.jpg
284,New 포켓몬 스냅,New Pokemon Snap, 시뮬레이션, 반다이남코 스튜디오, 닌텐도, switch,2021-04-30,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i8205382418.jpg
285,카제 앤 더 와일드 마스크,KAZE and the Wild MASKS, RPG, PixelHive, SOEDESCO, PC패키지,2021-03-26,0,https://static.inven.co.kr/column/webzine3/gamelogo/2021/i15327412591.jpg
